datafile_as_of,ff,significant,serious,report_number,supplemental_number,report_received_date,report_type,operator_id,name,operator_street_address,operator_city_name,operator_state_abbreviation,operator_postal_code,local_datetime,time_zone,daylight_savings_ind,iyear,location_street_address,location_city_name,location_county_name,location_state_abbreviation,location_postal_code,location_latitude,location_longitude,total_cost,total_cost_current,injury_ind,injure,num_pub_evacuated,fatal,cause,cause_details,material_involved,material_details,narrative,unintentional_release,installation_year,decade,street,city,state,geoid,state_code,county_code,tract,geoid_clean,GEO_ID,NAME,P1_001N,GEO_ID_clean
2/28/22,NO,YES,NO,20150085,16370,8/24/15,SUPPLEMENTAL FINAL,32198,MINNESOTA ENERGY RESOURCES CORPORATION,2685 145TH STREET WEST ,ROSEMOUNT,MN,55068,7/24/15 6:29,,,2015,3740 156TH ST WEST,ROSEMOUNT,DAKOTA,MN,55068,44.722822,-93.1410609,136130,151695.701839284,NO,0,20.0,0,NATURAL FORCE DAMAGE,LIGHTNING,STEEL,,"A CALL INTO OUR CALL CENTER RESULTED IN A DISPATCH OF A LOCAL TECHNICIAN TO 3740 156TH ST W, ROSEMOUNT.  A SECOND CALL WAS FROM ADDRESS 3660 156TH ST W, ROSEMOUNT FOR THE SAME ISSUE.  LIGHTNING STRUCK THE METERS SET THAT FED A 4 UNIT DUPLEX.  ALL 4 UNITS WERE EVACUATED, RESULTING IN 8-10 OCCUPANTS AT EACH COMPLEX.    MERC EMPLOYEE ARRIVED AT 0655 WITH 3 MORE ARRIVING BY 0705.  THERE WAS BLOWING GAS BELOW THE REGULATOR AT 60 PSI FEEDING A FIRE AT 3740 AND 3750 156TH ST W.  THE DOUBLE METER SET WAS MELTED AND FEEDING THE FIRE.  FACILITIES WERE LOCATED AND THE SERVICE LINE (PLASTIC) WAS PINCHED OFF AT 0720.  THE REMAINING FIRE WAS EXTINGUISHED.  BAR HOLES WERE CONDUCTED THROUGHOUT THE NEIGHBORHOOD WITH NO ADDITIONAL LEAKS FOUND.    FIRE DEPTS FROM ROSEMOUNT AND APPLE VALLEY, ROSEMOUNT POLICE, MNOPS, AND THE STATE FIRE MARSHALL RESPONDED TO THE INCIDENT.  156TH STREET WAS CLOSED.  THE INSIDE FIRE WAS OUT WHEN MERC ARRIVED AND THE FIRE WAS CONTAINED TO THE METER SET.  REPORT WAS FILED WITH MNOPS AND NRC REPORT FOLLOWED.    SERVICE LINE WAS PARTIALLY ABANDONED ON 7/24/2015 AND COMPLETELY ABANDONED ON 10/22/2015.  NEW SERVICE WAS INSTALLED AFTER THE RECONSTRUCTION.",0.25,1986-01-01,1980-1989,3740 156TH ST WEST,ROSEMOUNT,MN,270370610072001,27,037,061007,27037061007,1400000US27037061007,"Census Tract 610.07, Dakota County, Minnesota",4800,27037061007
2/28/22,NO,NO,NO,20150086,16534,8/31/15,SUPPLEMENTAL FINAL,2748,CONSUMERS ENERGY CO,ONE ENERGY PLAZA ,JACKSON,MI,49201,8/2/15 22:15,,,2015,800 N. PENNSYLVANIA AVENUE,LANSING,EATON,MI,48906,42.742308,-84.537508,83637,93175.709163263,NO,0,12.0,0,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",PLASTIC,,"ON SUNDAY, AUGUST 2, 2015 AT APPROXIMATELY 22:15 A VEHICLE TRAVELING NORTH ON PENNSYLVANIA AVE. WAS REAR-ENDED AT THE INTERSECTION OF PENNSYLVANIA AVE. AND MAY ST., CAUSING THE VEHICLE TO EXIT THE ROADWAY AND STRIKE THE GAS METER LOCATED AT 800 N. PENNSYLVANIA AVE., LANSING, MICHIGAN (EATON COUNTY).  THE METER STAND AND THE SERVICE RISER WERE DAMAGED AS A RESULT OF THE COLLISION CAUSING A RELEASE OF GAS.      AT APPROXIMATELY 22:23 THE RELEASED GAS IGNITED AND AN EXPLOSION OCCURRED RESULTING IN A COMPLETE LOSS OF THE STRUCTURE.  THE DRIVER EXITED THE VEHICLE AND THE OCCUPANTS OF THE HOME EVACUATED BEFORE THE EXPLOSION OCCURRED.  NO FATALITIES OR INJURIES OCCURRED AS A RESULT OF THE INCIDENT.      THE LANSING POLICE AND FIRE DEPARTMENTS WERE ONSITE AND HAD TRAFFIC BLOCKED AS A SAFETY PRECAUTION. TWO ADDITIONAL STRUCTURES LOCATED DIRECTLY TO THE NORTH AND EAST SUSTAINED DAMAGES AS A RESULT OF THE EXPLOSION.  THE OCCUPANTS OF THE STRUCTURE TO THE EAST WERE EVACUATED WITHOUT INJURY AFTER THE EXPLOSION OCCURRED.  THE PROPERTY TO THE NORTH WAS UNOCCUPIED.    CONSUMERS ENERGY GAS SERVICE WORKERS PERFORMED BAR TESTING TO ENSURE THERE WAS NO EVIDENCE OF GAS MIGRATION TO ADJACENT STRUCTURES AND NO GAS WAS DETECTED.    THE 1 1/4"" PLASTIC DISTRIBUTION MAIN WAS SQUEEZED SOUTH OF THE INCIDENT LOCATION SHUTTING GAS DOWN AT APPROXIMATELY 00:15.  THE TEMPORARY SHUT-DOWN RESULTED IN AN INTERRUPTION OF SERVICE TO SIX CUSTOMERS.    SERVICE TO THE IMPACTED CUSTOMERS WAS RESTORED ON AUGUST 3, 2015 AT APPROXIMATELY 14:00 FOLLOWING THE DEMOLITION OF THE DAMAGED STRUCTURE.",23.07,1987-01-01,1980-1989,800 N. PENNSYLVANIA AVENUE,LANSING,MI,260650008003012,26,065,000800,26065000800,1400000US26065000800,"Census Tract 8, Ingham County, Michigan",2814,26065000800
2/28/22,NO,YES,NO,20150087,16293,9/4/15,SUPPLEMENTAL FINAL,30769,MISSOURI GAS ENERGY,700 MARKET STREET ,SAINT LOUIS,MO,63101,8/7/15 3:30,,,2015,E. TRUMAN RD. AND WABASH,KANSAS CITY,JACKSON,MO,64127,39.09483,-94.55277,146217,156375.519378094,NO,0,2.0,0,OTHER INCIDENT CAUSE,MISCELLANEOUS,CAST/WROUGHT IRON,,"THE LOCAL WATER UTILITY WORKER MISTAKENLY OPERATED (OPENED) A NATURAL GAS DISTRIBUTION SYSTEM VALVE, BYPASSING A REGULATOR STATION.   THE SYSTEM BECAME OVERPRESSURIZED, CREATING SEVERAL CRACKS AND A HOLE IN A 16-INCH CAST IRON MAIN.  NATURAL GAS SERVICE WAS MAINTAINED TO ALL CUSTOMERS SERVED BY THE LINE WHILE IT WAS BEING REPAIRED.  SUBSEQUENT TO THE EVENT, THE LID OF THE ASSOCIATED VALVE BOX WAS MARKED WITH YELLOW PAINT AND A VALVE CAP LABELED ""GAS VALVE"" WAS PLACED OVER THE VALVE KEY.",4066.0,1902-01-01,1900-1909,E. TRUMAN RD. AND WABASH,KANSAS CITY,MO,290950161002056,29,095,016100,29095016100,1400000US29095016100,"Census Tract 161, Jackson County, Missouri",1906,29095016100
2/28/22,NO,YES,NO,20150088,16151,9/10/15,ORIGINAL FINAL,18484,SOUTHERN CALIFORNIA GAS CO,555 WEST FIFTH STREET ,LOS ANGELES,CA,90013,8/12/15 8:20,,,2015,715 MONTANA AVE,SANTA MONICA,LOS ANGELES,CA,90403,34.02732,-118.5016,201423,224452.716134247,NO,0,1.0,0,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",STEEL,,"ON AUGUST 12, 2015, A DRIVER WAS BACKING HER VEHICLE OUT OF A PARKING SPACE WHEN SHE STRUCK ANOTHER VEHICLE.  THE DRIVER REPORTEDLY PANIC, INADVERTENTLY STEPPED ON THE GAS PEDAL INSTEAD OF THE BRAKE AND ACCELERATED FORWARD.  THE VEHICLE JUMPED THE PARKING STOP, WENT OVER THE CURB, STRUCK AND SHEARED OFF A SERVICE RISER, AND CRASHED INTO A BUILDING.  THIS RESULTED IN A GAS LEAK AND IGNITION TO HER VEHICLE AND THE BUILDING.  CREW RESPONDED AND CONTROLLED THE LEAK.  THE DRIVER SUFFERED MINOR SCRAPES AS A RESULT OF THE IMPACT AND EXITING VEHICLE.       GAS SERVICE WILL NOT BE RESTORED UNTIL THE BUILDING OWNERS AND THEIR PLUMBERS CONFIRMED THAT THE BUILDING HOUSELINE HAS BEEN REPAIR.      THIS INCIDENT WAS REPORTED TO DOT AND CPUC DUE TO A RELEASE OF GAS AND THE COST ASSOCIATED WITH THE DAMAGE EXCEEDED $50,000.",38.0,2001-01-01,2000-2009,715 MONTANA AVE,SANTA MONICA,CA,060377013044015,06,037,701304,06037701304,1400000US06037701304,"Census Tract 7013.04, Los Angeles County, California",6462,06037701304
2/28/22,YES,NO,NO,20150089,16152,9/15/15,ORIGINAL FINAL,18112,SAN DIEGO GAS & ELECTRIC CO,8326 CENTURY PARK COURT  ,SAN DIEGO,CA,92123,8/16/15 11:54,,,2015,869 39TH ST,SAN DIEGO,SAN DIEGO ,CA,92102,32.7148,-117.10982,141310,157457.391613729,NO,0,1.0,0,OTHER OUTSIDE FORCE DAMAGE,"NEARBY INDUSTRIAL, MAN-MADE, OR OTHER FIRE/EXPLOSION AS PRIMARY CAUSE OF INCIDENT",STEEL,,"ON AUGUST 16, 2015, FIRE DEPARTMENT REPORTED A STRUCTURE FIRE AT 871 39TH ST, SAN DIEGO.  INITIAL REPORT SHOWS 874 QUAIL ST, SAN DIEGO.  THE FIRE REPORTEDLY MELTED THE METER CAUSING GAS TO ESCAPE.  CREW RESPONDED AND CONTROLLED THE GAS VIA A NEARBY CONTROL HOLE IN THE ALLEY.  NO INJURIES RESULTED FROM THIS INCIDENT.      RESTORE WILL NOT TAKE PLACE UNTIL THE CUSTOMER'S PLUMBER CONFIRMED THAT THE HOUSELINE IS REPAIRED AND FREED FROM LEAK.  CAUSE OF THE FIRE IS UNDETERMINED.     THIS INCIDENT WAS REPORTED TO CPUC AND DOT DUE TO A GAS LEAK, MEDIA COVERAGE, AND THE ASSOCIATED DAMAGE EXCEEDING $50,000.     FOR ANY FURTHER QUESTIONS, CONTACT KHOA LE AT (626) 893-4536.",32.0,1957-01-01,1950-1959,869 39TH ST,SAN DIEGO,CA,060730034032012,06,073,003403,06073003403,1400000US06073003403,"Census Tract 34.03, San Diego County, California",4054,06073003403
2/28/22,NO,YES,YES,20150090,16165,9/16/15,SUPPLEMENTAL FINAL,2128,CASCADE NATURAL GAS CORP,8113 W. GRANDRIDGE BLVD,KENNEWICK,WA,99336,8/18/15 20:25,,,2015,3400 11TH STREET,BREMERTON,KITSAP,WA,98312-2636,47.34156,-122.39379,1006935,1122296.93526381,YES,1,65.0,0,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,STEEL,,"ON 08.18.15 AT 19:51, TWO INDIVIDUALS WERE OBSERVED JUMPING OUT OF A TWO STORY WINDOW ONTO CNGC'S GAS METER.  AT 19:54 A CALL WAS RECEIVED AT 911 FOR GAS ODOR AT 3400 11TH STREET, BREMERTON, WA.  AT 19:55 FIRE DEPT & POLICE DEPT WERE DISPATCHED TO SCENE.  CNGC RECEIVED A CALL OF A BLOWING GAS LINE BELOW THE METER AT 20:04, CNGC EMPLOYEE WAS DISPATCHED AT 20:05.  AT APPROXIMATELY 20:20 CNGC EMPLOYEE ARRIVED ON SCENE.  CNGC EMPLOYEE WAS AT THE METER SET WHEN THE EXPLOSION OCCURRED AT 20:25.  METER SET WAS LOCATED AT THE BUILDING WALL.  THE MOTEL'S LAUNDRY ROOM CONTAINING 2 NG DRYERS AND 1 NG WATER HEATER WERE LOCATED ON THE OTHER SIDE OF THE BUILDING WALL, MOSTLY BELOW GRADE.  VENTING AND AIR INTAKE VENTS WERE IN THE VICINITY OF THE BLOWING GAS.  THE CLOTHES DRYER WAS IN OPERATION AT THE TIME OF THE EXPLOSION.  CNGC EMPLOYEE WAS INJURED.  BLOWING NATURAL GAS ENTERED THE LAUNDRY ROOM AND WAS IGNITED BY THE DRYER IN OPERATION.",53.0,1978-01-01,1970-1979,3400 11TH STREET,BREMERTON,WA,530350811001008,53,035,081100,53035081100,1400000US53035081100,"Census Tract 811, Kitsap County, Washington",3093,53035081100
2/28/22,NO,YES,YES,20150091,16158,9/25/15,ORIGINAL FINAL,15007,PACIFIC GAS & ELECTRIC CO,"PG&E - GAS OPERATIONS, REGULATORY COMPLIANCE 6111 BOLLINGER CANYON RD., ",SAN RAMON,CA,94583,8/26/15 15:51,,,2015,2000 BLOCK OF WHITE OAK LANE,SANTA CLARA,SANTA CLARA COUNTY,CA,95051,37.3602052,-121.9963574,58537,65084.1292116456,YES,2,15.0,0,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",OTHER,ALUMINUM,"AT 1610 HOURS ON AUGUST 26, 2015, PG&E WAS NOTIFIED OF A VEHICLE IMPACT INCIDENT AT 2055 WHITE OAK LANE IN SANTA CLARA. THE VEHICLE STRUCK A 3-METER MANIFOLD OF A COMMERCIAL BUILDING RESULTING IN AN UNINTENTIONAL RELEASE OF GAS THAT SUBSEQUENTLY IGNITED. THE BUILDING THAT CAUGHT ON FIRE IS A SMALL STRIP MALL CONSISTING OF FOUR BUSINESSES AT 2035, 2041, 2045, AND 2055 WHITE OAK LANE IN SANTA CLARA. THE FACILITY IMPACTED BY THE INCIDENT WAS LOCATED BEHIND A CHAIN-LINK FENCE MORE THAN FIVE FEET FROM THE ROADWAY, ON THE SIDE OF 2055 WHITE OAK LANE, ADJACENT TO THE PARKING LOT OF 2065 WHITE OAK LANE. UPON ARRIVAL, THE FIRE OFFICIALS EVACUATED THE BUILDING. A PG&E GAS SERVICE REPRESENTATIVE ARRIVED ON SITE A 1626 HOURS AND CREWS ARRIVED ONSITE AT 1712 HOURS. GAS WAS SHUT IN AT 2041 HOURS BY EXCAVATING AND SQUEEZING THE 1-INCH PLASTIC SERVICE. BAY AREA MAJOR MEDIA WERE OBSERVED ON SITE AT APPROXIMATELY 1711 HOURS. DAMAGES RESULTING FROM THE FIRE ARE ESTIMATED TO EXCEED $50,000, MAKING THE INCIDENT REPORTABLE TO BOTH THE DOT AND CPUC. POLICE NOTED THAT THIS WAS A HIT-AND-RUN COLLISION AND NOTED THERE ARE NO FATALITIES. TWO INDIVIDUALS (INCLUDING ONE FIREFIGHTER) WERE TAKEN TO THE HOSPITAL.",100.0,,,2000 BLOCK OF WHITE OAK LANE,SANTA CLARA,CA,060855085072001,06,085,508507,06085508507,1400000US06085508507,"Census Tract 5085.07, Santa Clara County, California",3191,06085508507
2/28/22,NO,YES,NO,20150092,16159,9/30/15,ORIGINAL,18440,SOUTH JERSEY GAS CO,101 SOUTH LINCOLN PLACE ,ATLANTIC CITY,NJ,08401,9/15/15 8:04,,,2015,111 N. BROADWAY AVENUE,PENNSVILLE,SALEM,NJ,08070-1618,39.661005,-75.514218,319026,355605.59211945,NO,0,0.0,0,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY OPERATOR'S CONTRACTOR (SECOND PARTY),STEEL,,"ON TUESDAY SEPTEMBER 15, 2015, KLINE CONSTRUCTION, A CONTRACTOR WORKING FOR SOUTH JERSEY GAS COMPANY, WAS SCHEDULED TO RENEW A GAS SERVICE TO THE BUILDING LOCATED AT 111-113 N. BROADWAY AVENUE IN PENNSVILLE, NJ.  THE GAS SERVICE RENEWAL WAS PART OF A PROJECT TO REPLACE THE GAS MAINS AND SERVICES IN THIS SECTION OF PENNSVILLE.  THE PROJECT CONSISTED OF REPLACING 4"" BARE STEEL MAIN ON N. BROADWAY AVENUE ALONG WITH ALL EXISTING SERVICES.  THE NEW MAIN IS 6"" PE PLASTIC AND THE SERVICES WILL ALL BE PE PLASTIC.  THE OPERATING PRESSURE OF THE SYSTEM IS 60 PSIG MAOP.  ON THE MORNING OF 9/15/15, KLINE'S SERVICE INSTALLATION CREW STRUCK AN UNMARKED GAS SERVICE TO 111 N. BROADWAY.  THERE WAS AN APPARENT IGNITION OF NATURAL GAS INSIDE THE STRUCTURE AT 111 N. BROADWAY WHEN THE SERVICE WAS PULLED APART FROM THE INSIDE METER SET.  THERE WERE TWO SERVICES ON THE PROPERTY, ONE MARKED AND ONE NOT MARKED.",9.0,1933-01-01,1930-1939,111 N. BROADWAY AVENUE,PENNSVILLE,NJ,340330215001052,34,033,021500,34033021500,1400000US34033021500,"Census Tract 215, Salem County, New Jersey",1751,34033021500
2/28/22,NO,NO,NO,20150093,16160,10/1/15,ORIGINAL FINAL,31348,ATMOS ENERGY CORPORATION - MID-TEX,"5420 LBJ FREEWAY, SUITE 1800",DALLAS,TX,75240,9/4/15 17:20,,,2015,15158 FM 916,MAYPEARL,ELLIS,TX,76064,32.29973,-97.04576,77500,83292.910918766,NO,0,0.0,0,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,STEEL,,"CONTRACTOR WAS INSTALLING A WELL FOR A LANDOWNER USING A BACKHOE, AND HIT A 10 INCH (HP DISTRIBUTION) TRANSMISSION LINE.  NO NOTIFICATION WAS MADE TO THE ONE-CALL CENTER.",2100.0,1962-01-01,1960-1969,15158 FM 916,MAYPEARL,TX,481390609001046,48,139,060900,48139060900,1400000US48139060900,"Census Tract 609, Ellis County, Texas",7884,48139060900
2/28/22,NO,YES,NO,20150094,16611,10/8/15,SUPPLEMENTAL FINAL,2748,CONSUMERS ENERGY CO,ONE ENERGY PLAZA ,JACKSON,MI,49201,9/8/15 12:32,,,2015,10218 DODGE ROAD,MONTROSE,GENESEE,MI,48457,43.147486,-83.881753,197968,220632.430024964,NO,0,0.0,0,NATURAL FORCE DAMAGE,LIGHTNING,PLASTIC,,"ON TUESDAY, SEPTEMBER 8, 2015 AT APPROXIMATELY 09:19 CONSUMERS ENERGY PERSONNEL RESPONDED TO AN OUTSIDE LEAK INVESTIGATION AT 10223 DODGE RD., MONTROSE, MI (GENESEE COUNTY).   THE HOMEOWNER INDICATED A LIGHTNING STRIKE OCCURRED AT APPROXIMATELY 07:34 AND AFTERWARDS A STRONG ODOR OF GAS WAS PRESENT NEAR THE HOME.  THE RESPONDING GAS SERVICE WORKER (GSW) PERFORMED A SERIES OF LEAK TEST AT 10223 DODGE RD., INCLUDING BAR HOLE TESTING THE SERVICE LINE AND THE MAIN.  NO  GAS READS WERE DETECTED AT THIS LOCATION.     THE GSW PROCEEDED TO CHECK FOR GAS READINGS ALONG THE SERVICE LINE AS WELL AS THE BUILDING PERIMETER (DOORS AND WINDOWS) AT 10218 DODGE RD. USING A SENSIT GOLD CGI COMBUSTIBLE GAS INDICATOR.  NO READS WERE DETECTED DURING THIS PORTION OF THE INVESTIGATION.    THE GSW EXPANDED THE LEAK INVESTIGATION TO THE LIGHTNING STRIKE LOCATION AT 10209 DODGE RD., AND FOUND 100% GAS READS AT THE EDGE OF PAVEMENT ON BOTH SIDES OF DODGE ROAD AS WELL AS WATER BUBBLING FROM A CRACK IN THE PAVEMENT NEAR THE CENTER OF THE ROAD ABOVE THE SERVICE LINE.      AT APPROXIMATELY 11:15 CONSUMERS ENERGY DISTRIBUTION CREW ARRIVED ON-SITE AND BEGAN PREPARATION TO REPLACE THE SERVICE LINE LOCATED AT 10209 DODGE RD.      AT APPROXIMATELY 12:32 AN EXPLOSION AND SUBSEQUENT FIRE OCCURRED AT 10218 DODGE RD. RESULTING IN A COMPLETE LOSS OF PROPERTY.  THE PROPERTY WAS UNOCCUPIED AND NO INJURIES OCCURRED AS A RESULT OF THE INCIDENT.     AFTER THE INCIDENT, CONSUMERS ENERGY CONDUCTED BAR HOLE TESTING IN THE VICINITY OF 10218 DODGE ROAD.   THIS TESTING INDICATED THAT GAS HAD MIGRATED FROM THE LEAK LOCATION AT 10209 DODGE ROAD ALONG THE MAIN TO A LOCATION APPROXIMATELY 20' WEST OF THE IDENTIFIED LEAK.   THE HIGHEST SUSTAINED READS WERE OBTAINED APPROXIMATELY 20 FEET FROM THE LEAK LOCATION AND APPROXIMATELY 60 FEET FROM THE BUILDING WALL.  THE INITIAL READ TAKEN AT 16:00, APPROXIMATELY 3.5 HOURS AFTER THE EXPLOSION WAS 55%.  A READ TAKEN AT THE SAME LOCATION 2 HOURS LATER (22%) INDICATES THE MIGRATING GAS WAS VENTING AT THIS LOCATION.  THIS LOCATION WAS MONITORED THE NEXT SEVERAL DAYS AND CONTINUED TO VENT. LOWER RESIDUAL GAS READINGS WERE ALSO OBTAINED, BUT AT NO TIME (PRE OR POST-INCIDENT) WERE THERE ANY GAS READINGS AT THE BUILDING WALL OF 10218 DODGE ROAD.      BASED ON THE INCIDENT INVESTIGATION SUMMARIZE ABOVE AND OUR INABILITY TO PERFORM AN INVESTIGATION OF THE CUSTOMER'S FUEL LINE AND GAS APPLIANCE(S), CONSUMERS ENERGY FOUND NO CONCLUSIVE EVIDENCE THAT THE EXPLOSION AND FIRE AT 10218 DODGE RD., WAS THE RESULT OF A RELEASE  AND/OR MIGRATION OF CONSUMERS ENERGY'S JURISDICTIONAL GAS.",17.26,1991-01-01,1990-1999,10218 DODGE ROAD,MONTROSE,MI,260490126031008,26,049,012603,26049012603,1400000US26049012603,"Census Tract 126.03, Genesee County, Michigan",2991,26049012603
2/28/22,YES,NO,NO,20150095,16172,10/13/15,SUPPLEMENTAL FINAL,15931,PUBLIC SERVICE CO OF COLORADO,1800 LARIMER STREET ,DENVER,CO,80202,9/15/15 15:11,,,2015,11852 MILL VALLEY ST,PARKER,DOUGLAS COUNTY,CO,80138,39.501151,-104.718929,506030,564054.991514711,NO,0,0.0,0,OTHER OUTSIDE FORCE DAMAGE,"NEARBY INDUSTRIAL, MAN-MADE, OR OTHER FIRE/EXPLOSION AS PRIMARY CAUSE OF INCIDENT",OTHER,ALUMINUM,A BUILDING FIRE AT 11844 MILL VALLEY ST MELTED THE BUILDING REGULATOR AND METER ATTACHED TO THE HOME.  THE LEAKING GAS WAS THEN IGNITED BY THE FIRE WHICH CONTRIBUTED TO THE FIRE IN THE ADJACENT BUILDING 11852 MILL VALLEY ST.  NO INJURIES WERE REPORTED AND THE ORIGINAL SOURCE OF THE FIRE IS NOT ATTRIBUTED TO THE GAS FACILITIES.    NOTE: RESPONSE TO A.13 IS FOR THE INDIVIDUAL SERVICE THAT WAS CUT-OFF. NO OTHER PIPELINE MAIN WAS SHUT DOWN. THE SERVICE WILL LIKELY BE RENEWED AT SOME POINT IN THE FUTURE AFTER THE HOME IS RE-BUILT.,15.0,2004-01-01,2000-2009,11852 MILL VALLEY ST,PARKER,CO,080350139112025,08,035,013911,08035013911,1400000US08035013911,"Census Tract 139.11, Douglas County, Colorado",6693,08035013911
2/28/22,NO,YES,YES,20150096,16219,10/19/15,SUPPLEMENTAL FINAL,31348,ATMOS ENERGY CORPORATION - MID-TEX,"5420 LBJ FREEWAY, SUITE 1800",DALLAS,TX,75240,9/21/15 8:00,,,2015,113 ARABIAN ROAD,WAXAHACHIE,ELLIS,TX,75165,32.34912,-96.78448,8000,6441.31455399061,YES,2,20.0,0,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,PLASTIC,,"3RD PARTY CONTRACTOR BORED IN TO 3/4"" SERVICE.  THE EXCAVATOR OPERATED MECHANIZED EQUIPMENT WITHIN THE TOLERANCE ZONE CAUSING DAMAGE TO A SERVICE LINE WHICH RESULTED IN THE RELEASE OF PRODUCT.  THERE WAS EVIDENCE THAT THE EXCAVATOR FAILED TO VERIFY THE LOCATION OF UTILITY LINES WITHIN THE BORE PATH THROUGH POT HOLE VERIFICATION.",1595.0,2008-01-01,2000-2009,113 ARABIAN ROAD,WAXAHACHIE,TX,481390613001063,48,139,061300,48139061300,1400000US48139061300,"Census Tract 613, Ellis County, Texas",3627,48139061300
2/28/22,NO,YES,NO,20150097,16278,10/23/15,SUPPLEMENTAL FINAL,1088,BALTIMORE GAS & ELECTRIC CO,110 W FAYETTE ST ,BALTIMORE,MD,21201,9/23/15 19:19,,,2015,12218 SLEEPY-HORSE LANE,COLUMBIA,HOWARD,MD,21044,39.20951,-76.89771,2003070,2232771.31343915,NO,0,10.0,0,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",STEEL,,"THE RESIDENT OF 12218 SLEEPY-HORSE LANE STATED THAT SHE BACKED OUT OF HER GARAGE UNAWARE THAT HER CAR DOOR WAS PARTIALLY OPEN AND HER CAR DOOR STRUCK AN UNDETERMINED PIPE/OBJECT INSIDE THE GARAGE. BGE LATER RECEIVED A REPORT OF AN OUTSIDE GAS ODOR FROM THE RESIDENT OF 12220 SLEEPY-HORSE LANE. BGE RESPONDED TO THE ODOR CALL AND FOUND HIGH LEVELS OF GAS AND A BREACHED GAS METER/REGULATOR SET INSIDE THE GARAGE OF 12218 SLEEPY-HORSE LANE. THE GAS MECHANIC EVACUATED THE RESIDENTS OF 12220 SLEEPY-HORSE LANE. SHORTLY THEREAFTER, THE IGNITION OCCURRED.    HOWARD COUNTY FIRE INVESTIGATION REPORT 15MA012 DATED 12/17/2015 STATED;    AS A RESULT OF A SYSTEMATIC ORIGIN AND CAUSE INVESTIGATION, THE SPECIFIC POINT OF ORIGIN COULD NOT BE READILY IDENTIFIED; THEREFORE, THE AREA OF ORIGIN IS IDENTIFIED AS THE STRUCTURE OF 12218 SLEEPY HORSE LANE. BASED ON THE INFORMATION PRESENTLY AVAILABLE, IT IS THE OPINION OF THIS INVESTIGATOR THAT THE SOURCE OF IGNITION WAS UNDETERMINED. THERE WAS A SEVERED NATURAL GAS PIPE INSIDE OF THE GARAGE AND GAS WAS FREE FLOWING INSIDE OF THE GARAGE, WHICH PROVIDED THE FUEL FOR THE IGNITION. THE AREA OF ORIGIN CONTAINED MULTIPLE COMPETENT AND POTENTIAL SOURCES OF ACCIDENTAL IGNITION. THESE INCLUDED ENERGIZED ELECTRICAL DEVICES. AS A RESULT, THE SPECIFIC SOURCE OF IGNITION OF THIS FIRE COULD NOT BE CONCLUSIVELY DETERMINED WITHIN THE LIMITS OF THIS INVESTIGATION. DURING THIS INVESTIGATION, HOWEVER, NO SOURCES OF INCENDIARY IGNITION WERE OBSERVED OR INDICATED IN THE AREA OF ORIGIN. IT IS THE OPINION OF THIS INVESTIGATOR THAT THE EXPLOSION AND FIRE WAS ACCIDENTAL IN NATURE.",70.0,1994-01-01,1990-1999,12218 SLEEPY-HORSE LANE,COLUMBIA,MD,240276056011001,24,027,605601,24027605601,1400000US24027605601,"Census Tract 6056.01, Howard County, Maryland",7494,24027605601
