title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date
Hazardous Materials: Suspension of HMR Amendments Authorizing Transportation of Liquefied Natural Gas by Rail,Proposed Rule,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"PHMSA, in coordination with the Federal Railroad Administration (FRA), proposes to amend the Hazardous Materials Regulations to suspend authorization of liquefied natural gas (LNG) transportation in rail tank cars pursuant to a final rule published in July 2020, pending the earlier of either completion of a separate rulemaking under RIN 2137-AF54 evaluating potential modifications to requirements governing rail tank car transportation of LNG, or June 30, 2024.",86 FR 61731, 2021-23132,https://www.federalregister.gov/documents/2021/11/08/2021-23132/hazardous-materials-suspension-of-hmr-amendments-authorizing-transportation-of-liquefied-natural-gas,https://www.govinfo.gov/content/pkg/FR-2021-11-08/pdf/2021-23132.pdf,11/08/2021
"Pipeline Safety: Request for Special Permit; Natural Gas Pipeline Company of America, LLC",Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"PHMSA is publishing this notice to solicit public comments on a request for special permit received from the Natural Gas Pipeline Company of America, LLC (NGPL). The special permit request is seeking relief from compliance with certain requirements in the Federal pipeline safety regulations. At the conclusion of the 30-day comment period, PHMSA will review the comments received from this notice as part of its evaluation to grant or deny the special permit request.",86 FR 60348, 2021-23778,https://www.federalregister.gov/documents/2021/11/01/2021-23778/pipeline-safety-request-for-special-permit-natural-gas-pipeline-company-of-america-llc,https://www.govinfo.gov/content/pkg/FR-2021-11-01/pdf/2021-23778.pdf,11/01/2021
"Pipeline Safety: Request for Special Permit; Colorado Interstate Gas Company, LLC",Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"PHMSA is publishing this notice to solicit public comments on a request for special permit received from the Colorado Interstate Gas Company, LLC (CIG). The special permit request is seeking relief from compliance with certain requirements in the Federal pipeline safety regulations. At the conclusion of the 30-day comment period, PHMSA will review the comments received from this notice as part of its evaluation to grant or deny the special permit request.",86 FR 60102, 2021-23543,https://www.federalregister.gov/documents/2021/10/29/2021-23543/pipeline-safety-request-for-special-permit-colorado-interstate-gas-company-llc,https://www.govinfo.gov/content/pkg/FR-2021-10-29/pdf/2021-23543.pdf,10/29/2021
Pipeline Safety: Pipeline Transportation; Hydrogen and Emerging Fuels Research and Development (R&D) Public Meeting and Forum,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"This notice announces a virtual public meeting and forum titled: ``Pipeline Transportation and Emerging Fuels R&D Public Meeting and Forum.'' The public meeting and forum will serve as an opportunity for pipeline stakeholders to discuss research gaps and challenges in pipeline safety and emerging fuels, including hydrogen transportation. Furthermore, it will also serve as a venue for PHMSA, public interest groups, industry, academia, intergovernmental partners, and the public to collaborate on PHMSA's future R&D agenda.",86 FR 58389, 2021-22913,https://www.federalregister.gov/documents/2021/10/21/2021-22913/pipeline-safety-pipeline-transportation-hydrogen-and-emerging-fuels-research-and-development-randd,https://www.govinfo.gov/content/pkg/FR-2021-10-21/pdf/2021-22913.pdf,10/21/2021
Hazardous Materials: Notice of Actions on Special Permits,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"In accordance with the procedures governing the application for, and the processing of, special permits from the Department of Transportation's Hazardous Material Regulations, notice is hereby given that the Office of Hazardous Materials Safety has received the application described herein.",86 FR 56755, 2021-22158,https://www.federalregister.gov/documents/2021/10/12/2021-22158/hazardous-materials-notice-of-actions-on-special-permits,https://www.govinfo.gov/content/pkg/FR-2021-10-12/pdf/2021-22158.pdf,10/12/2021
Hazardous Materials: Notice of Applications for New Special Permits,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"In accordance with the procedures governing the application for, and the processing of, special permits from the Department of Transportation's Hazardous Material Regulations, notice is hereby given that the Office of Hazardous Materials Safety has received the application described herein. Each mode of transportation for which a particular special permit is requested is indicated by a number in the ``Nature of Application'' portion of the table below as follows: 1-- Motor vehicle, 2--Rail freight, 3--Cargo vessel, 4--Cargo aircraft only, 5--Passenger-carrying aircraft.",86 FR 56757, 2021-22155,https://www.federalregister.gov/documents/2021/10/12/2021-22155/hazardous-materials-notice-of-applications-for-new-special-permits,https://www.govinfo.gov/content/pkg/FR-2021-10-12/pdf/2021-22155.pdf,10/12/2021
Hazardous Materials: Notice of Applications for Special Permits,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"In accordance with the procedures governing the application for, and the processing of, special permits from the Department of Transportation's Hazardous Material Regulations, notice is hereby given that the Office of Hazardous Materials Safety has received the application described herein. Each mode of transportation for which a particular special permit is requested is indicated by a number in the ``Nature of Application'' portion of the table below as follows: 1-- Motor vehicle, 2--Rail freight, 3--Cargo vessel, 4--Cargo aircraft only, 5--Passenger-carrying aircraft.",86 FR 56757, 2021-22157,https://www.federalregister.gov/documents/2021/10/12/2021-22157/hazardous-materials-notice-of-applications-for-special-permits,https://www.govinfo.gov/content/pkg/FR-2021-10-12/pdf/2021-22157.pdf,10/12/2021
Pipeline Safety: Joint Meeting of the Gas and Liquid Pipeline Advisory Committees,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"This notice announces a virtual public meeting of the Technical Pipeline Safety Standards Committee also known as the Gas Pipeline Advisory Committee (GPAC), and the Technical Hazardous Liquid Pipeline Safety Standards Committee also known as the Liquid Pipeline Advisory Committee (LPAC), to discuss a variety of policy issues and topics relevant to both gas and liquid pipeline safety. In addition, the committees will discuss the notice of proposed rulemaking (NPRM) titled: ``Periodic Updates of Regulatory References to Technical Standards and Miscellaneous Amendments.''",86 FR 54786, 2021-21477,https://www.federalregister.gov/documents/2021/10/04/2021-21477/pipeline-safety-joint-meeting-of-the-gas-and-liquid-pipeline-advisory-committees,https://www.govinfo.gov/content/pkg/FR-2021-10-04/pdf/2021-21477.pdf,10/04/2021
"Hazardous Materials: Public Meeting Notice for the Research, Development & Technology Forum",Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"The Pipeline and Hazardous Materials Safety Administration's (PHMSA) Office of Hazardous Materials Safety (OHMS) will hold a public Research, Development & Technology Forum October 12-15, 2021, virtually on Microsoft Teams (MS Teams) to present the results of recently completed projects, brief new project plans, and obtain stakeholder input on the direction of current and future research projects on topics including mitigation of climate change, risk management and mitigation, packaging integrity, emerging technology, and technical analysis to aid risk assessment.",86 FR 52947, 2021-20599,https://www.federalregister.gov/documents/2021/09/23/2021-20599/hazardous-materials-public-meeting-notice-for-the-research-development-and-technology-forum,https://www.govinfo.gov/content/pkg/FR-2021-09-23/pdf/2021-20599.pdf,09/23/2021
Hazardous Materials: Notice of Applications for New Special Permits,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"In accordance with the procedures governing the application for, and the processing of, special permits from the Department of Transportation's Hazardous Material Regulations, notice is hereby given that the Office of Hazardous Materials Safety has received the application described herein. Each mode of transportation for which a particular special permit is requested is indicated by a number in the ``Nature of Application'' portion of the table below as follows: 1-- Motor vehicle, 2--Rail freight, 3--Cargo vessel, 4--Cargo aircraft only, 5--Passenger-carrying aircraft.",86 FR 50594, 2021-19461,https://www.federalregister.gov/documents/2021/09/09/2021-19461/hazardous-materials-notice-of-applications-for-new-special-permits,https://www.govinfo.gov/content/pkg/FR-2021-09-09/pdf/2021-19461.pdf,09/09/2021
